newsId,url,title,head_img,category,tag,description
2403,https://new.qq.com/omn/20210329/20210329A0DF7200.html,爆料！万科尖岗山宅地更名万科都会四季，限价8.3万/㎡！,https://inews.gtimg.com/newsapp_ls/0/13351291306_640330/0,房产,万科;尖岗山;中海九号公馆;宅地;地块;四季花园,近日，有网友爆料，万科尖岗山地块已更名为万科都会四季花园。图源：网络房掌柜看下了百度地图，该地块的名字也确实显示为万科都会四季。此外，在万科“易选房”小程序上，也能搜索到万科都会四季，不过基础信息未……
2404,https://new.qq.com/omn/20210329/20210329A0DF7Y00.html,《钱老一问震今古，吾侪求索烁寰宇》——雅礼中学 1808班 管玳妮,https://inews.gtimg.com/newsapp_ls/0/13351374416_640330/0,教育,钱老一;管玳妮;李约瑟;雅礼中学,写作提示材料一：李约瑟难题，由英国学者李约瑟提出，他在其编著的15卷《中国科学技术史》中正式提出此问题，其主题是：“尽管中国古代对人类科技发展做出了很多重要贡献，但为什么科学和工业革命没有在近代的中……
2405,https://new.qq.com/omn/20210329/20210329A0DFEF00.html,小米史上首款！小米11 Pro支持IP68防水防尘,https://inews.gtimg.com/newsapp_ls/0/13351292370_640330/0,科技,小米11 pro;小米;雷军,今晚19:30，小米11 Pro正式发布。作为小米11系列超大杯顶级期间，小米11 Pro不仅拥有顶级的性能参数，还带来了更将强劲的IP68级防护等级。这也是小米首次实现IP68级防水防尘，是电气设……
2406,https://new.qq.com/omn/20210329/20210329A0DFEI00.html,安卓之光 小米11 Ultra拍照大升级：比肩索尼黑卡,https://inews.gtimg.com/newsapp_ls/0/13351294396_640330/0,科技,小米;android;小米11 pro;长焦镜头,刚刚小米发布了小米11 Pro手机，号称是安卓机皇，而超大杯的小米11 Ultra接踵而至，它的目标是安卓之光，拍照系统要比小米11 Pro更强大。小米11 Ultra的后置镜头设计跟小米11不一样……
2407,https://new.qq.com/omn/20210329/20210329A0DFEJ00.html,小米11 Pro正式发布：4999元起、加199元送超级充电套装,https://inews.gtimg.com/newsapp_ls/0/13351297797_640330/0,科技,小米11 pro;小米;像素;扬声器,3月29日晚，小米春季新品发布会上，“小米11 Pro”正式登场。外观方面，小米11 Pro是标准的玻璃材质，松风绿、幻梦紫、梦境黑三种配色，其中幻梦紫是小米第一次采用AG+OC0+玻璃NCVM+膜……
2408,https://new.qq.com/omn/20210329/20210329A0DG6E00.html,刷屏！这台“全世界压力最大的挖掘机”，让网友笑疯了哈哈哈哈,https://inews.gtimg.com/newsapp_ls/0/13351312357_640330/0,情感,阿福;推特,每天一笑治愈你的小确丧文|月亮家的阿福宝宝们晚上好呀！每天20：38，齐聚月亮家，一起哈哈哈~~~0 1话说堵车我们经常遇到可你见过堵船吗？这几天台湾省不哼不吱干了一件大事没错，这艘台湾省的拉货轮船……
2409,https://new.qq.com/omn/20210329/20210329A0DG6O00.html,最大房贷银行回应：超标部分逐年消化,https://inews.gtimg.com/newsapp_ls/0/13352459613_640330/0,房产,按揭贷款;房贷;银行;吕家进;建行;个人住房贷款,3月29日，建设银行副行长吕家进在该行业绩发布会上表示，建行正在采取多种措施，稳妥促进对公房地产业务平稳发展，保持个人住房按揭贷款合理适度增长，有序降低房地产相关贷款在各项贷款中的占比。吕家进称，总……
2410,https://new.qq.com/omn/20210329/20210329A0DG6W00.html,破镜可以重圆吗？,https://inews.gtimg.com/newsapp_ls/0/13351412087_640330/0,情感,出轨,感情破裂其实就像是火山喷发的一瞬间，它只是一个现象，在现象之下，危机已酝酿了多时。想要赢回对方的心，我们必须弄清楚：问题发生了，原因是什么？如何清除诱发问题的原因？只有把这些因素消除了，才能让对方相……
2411,https://new.qq.com/omn/20210329/20210329A0DG9H00.html,广西一座国家AAAA级景区的山，是桂林第二大综合性旅游胜地,https://inews.gtimg.com/newsapp_ls/0/13351302097_640330/0,旅游,桂林;广西;景点,一座山川的发展在我国境内很多，而且不少山川资源由于自身的发展情况不同，也导致其山川景点发展能力还是很突出的，只是让人感到很有潜力的地方在于，很多山川即便被忽略的了，但它们却可以展现出极强的社会作用和……
2412,https://new.qq.com/omn/20210329/20210329A0DHOB00.html,张院春天，处处宛若初见,https://inews.gtimg.com/newsapp_ls/0/13351321010_640330/0,文化,张院;朱自清;春风,盼望着，盼望着，东风来了，春天的脚步近了。——朱自清《春》经过寒假疫情居家学习，我们在春天如期相约在张院，张院的春天，一花一木都风情万种。口子的三月虽没有山花烂漫，但更有另一般滋味。左右滑动查看更多……
2413,https://new.qq.com/omn/20210329/20210329A0DI7100.html,邯郸曲周：十米剪纸致敬党的百年历程,https://inews.gtimg.com/newsapp_ls/0/13351319894_640330/0,文化,剪纸;牛玉娟;长卷,“终于完成啦，可算圆了我心中的一个梦想!”近日，邯郸市曲周县小河道小学的牛玉娟老师看着装裱好的十米党史剪纸长卷，脸上洋溢着无以言表的幸福。已经拼装完成的剪纸长卷。 曲周宣传部供图从事多年书画装裱工作……
2414,https://new.qq.com/omn/20210329/20210329A0DIIW00.html,史上最全，葫芦岛市区域分析报告！建议收藏！,https://inews.gtimg.com/newsapp_ls/0/13351326918_640330/0,旅游,葫芦岛;辽宁;绥中,城市概况1、城市区位葫芦岛1989年建市，原名锦西市，是辽宁省下辖的地级市。地处辽宁省西南部，东邻锦州，西接山海关，南临辽东湾，与大连、营口、盘锦、锦州、秦皇岛、唐山、天津等城市构成环渤海经济圈，是……
2415,https://new.qq.com/omn/20210329/20210329A0DIY600.html,夏家大院：历尽沧桑仍未老,https://inews.gtimg.com/newsapp_ls/0/13351329086_640330/0,旅游,夏家大院;中和镇;四合院;彝族,每一座“养在深闺人未识”的老宅都有着形形色色的传奇故事，演绎着豪门家族的悲欢离合，记录着那个时代的建设水平和审美风尚。在永仁中和镇，房屋造型大多似楼非楼，似阁非阁，造型多样，其中值得一提的是坐落在小……
2416,https://new.qq.com/omn/20210329/20210329A0DIZR00.html,浙江一处受欢迎的景点，集险峰、瀑布、竹林、湿地于一体,https://inews.gtimg.com/newsapp_ls/0/13351328309_640330/0,旅游,浙江;旅游景区;瀑布;丽水;湿地;竹林,随着我国旅游产业的不断发展，很多景点都取得了更好的社会进步，即便有些景观容易被忽略，但要是从发展过程中看来，很多景区由于自身的发展特色不同，虽然在知名度上的差异性较大，但却可以看出它们的魅力是多么大……
2417,https://new.qq.com/omn/20210329/20210329A0DJ1P00.html,中苏关系破裂根本原因只有一个，谁敢碰，中国就敢跟谁翻脸！,https://inews.gtimg.com/newsapp_ls/0/13351570570_640330/0,历史,苏联_历史;矛盾;美国_历史,1960年7月16日，苏联正式通告中国外交部，要限期召回全部在华工作的苏联专家，以及销毁部分核心图纸，撕毁与中国全部的经济合同，在中国最艰难的时候，也就是三年自然灾害情况最恶劣的时期，苏联逼迫中国归……
2418,https://new.qq.com/omn/20210329/20210329A0DJAU00.html,天堑变通途！峨眉山第二救援疏散通道即将通车！,https://inews.gtimg.com/newsapp_ls/0/13351332301_640330/0,旅游,峨眉山;孙岗,在风景秀丽的峨眉半山一条美丽宽阔的公路蜿蜒于青山绿水之中将景区公路与川零公路连接起来这就是即将通车的峨眉山景区第二救援疏散通道 （木瓜至太阳段）公路（简称木太路）3月25日，小编在木太路施工现场看到……
2419,https://new.qq.com/omn/20210329/20210329A0DK3P00.html,辛巴回归被指疯狂割韭菜，卖的都是利润最大的产品，家人们知道吗,https://inews.gtimg.com/newsapp_ls/0/13351336881_640330/0,科技,辛巴,导读：辛巴回归套路太深！用苹果手机宣传，最后却只送便宜的下架机！该来的还是要来的，辛有志回归后，终于还是引发了不小的轰动。辛巴回归当天，直播间的人气就突破了500万，最终更是创下了超过20亿的销售额……
2420,https://new.qq.com/omn/20210329/20210329A0DM1P00.html,143分！小米11 Ultra DxOMark勇夺世界第一,https://inews.gtimg.com/newsapp_ls/0/13351355833_640330/0,数码,dxomark;像素;超级夜景模式;索尼imx586;小米,小米11 Ultra登场之后，DxOMark榜单又变天了，小米再夺第一！小米11 Ultra配备后置三摄，其中主摄是联合定制、全球首发三星GN2 5000万像素超大底，搭配索尼IMX586 128度……
2421,https://new.qq.com/omn/20210329/20210329A0DMD100.html,“旅游＋气象”融合发展 服务赏花经济,https://inews.gtimg.com/newsapp_ls/0/13351356759_640330/0,旅游,伊犁州气象局;野百合;伊犁州;伊宁县;新疆,为贯彻落实“旅游兴州”战略部署，伊犁州通过推进“旅游+气象”融合发展服务，让游客跟着预报赏花，为各地赏花经济提供气象科技支撑。近日，伊犁州气象局旅游气象服务创新团队发布了2021年首个花期预报服务产……
2422,https://new.qq.com/omn/20210329/20210329A0DNHR00.html,春光无限好！南昌天香园游人如织,https://inews.gtimg.com/newsapp_ls/0/13351365754_640330/0,旅游,游人;天香园,近日，天香园首届恐龙萌宠动物表演旅游节开幕，恰逢周末景区里游人如织。随着城市的发展扩大，天香园周边已经变成了车水马龙的繁华城区，然而，在候鸟园内，鹭鸟们时而低低掠过湖面，时而在树丛中翩翩起舞，犹如身……
2423,https://new.qq.com/omn/20210329/20210329A0DNX700.html,二战中，希特勒为何不进攻中国，有这几个方面,https://inews.gtimg.com/newsapp_ls/0/13351450233_640330/0,历史,二战;德国_历史;希特勒;波兰_历史;欧洲_历史,想必大家对第二次世界大战是非常熟悉的，二战是人类历史上规模最大的战争，而且涉及的范围也是非常的广，参战人数和参战国家也是最多的一次，当然，给世界和人民的伤害也是最大的，二战的主要发起国是德国，为了满……
2424,https://new.qq.com/omn/20210329/20210329A0DOAS00.html,2周后，缘分继续，矢志不渝，3星座旧情缠绵，相爱相依永不负,https://inews.gtimg.com/newsapp_ls/0/13351371217_640330/0,情感,星座;巨蟹座;处女座;双子座,2周后，缘分继续，矢志不渝，3星座旧情缠绵，相爱相依永不负，一起看看吧！巨蟹座巨蟹座是出了名的温柔体贴，对身边人总是像春天般温暖，即便是有了分歧和争执，他们也会选择退一步海阔天空，很在乎和谐关系的巨……
2425,https://new.qq.com/omn/20210329/20210329A0DOCJ00.html,杭州之江板块买房建议,https://inews.gtimg.com/newsapp_ls/0/13351372164_640330/0,房产,杭州之江;买房;之江;杭州,提问：风大好，坐标杭州，有两个小孩，大的马上四岁了，小孩9个月了，老婆工作从无锡调来杭州，把无锡的房卖了再加上手里的现金，差不多300w，想买个次新学区房，请您推荐一下，谢谢。答：1、根据您的描述，……
2427,https://new.qq.com/omn/20210329/20210329A0DOTK00.html,深化税收征管改革明确“时间表”,https://inews.gtimg.com/newsapp_ls/0/13351376060_640330/0,财经,税收;国务院新闻办,国务院新闻办公室今天（3月29日）举行新闻发布会，国家税务总局有关负责人介绍了中办、国办印发的《关于进一步深化税收征管改革的意见》有关情况。据介绍，《关于进一步深化税收征管改革的意见》对深入推进精确……
2428,https://new.qq.com/omn/20210329/20210329A0DOVB00.html,北静王和林黛玉：贾宝玉三次为他们“做媒”，结果让他追悔莫及,https://inews.gtimg.com/newsapp_ls/0/13353116954_640330/0,文化,林黛玉;贾宝玉;北静王;袭人;蒋玉菡;贾探春,北静王与林黛玉有什么关系呢？很多人认为林黛玉最后嫁给北静王做侧妃对不对呢？显而易见是不对的！北静王根本不够资格娶林黛玉为妾。北静王是郡王，爵位低于亲王。且彼时的王已经没有“封国”，王不过就是爵位。北……
2429,https://new.qq.com/omn/20210329/20210329A0DOYW00.html,现代著名作家诗人熊召政经典语录,https://inews.gtimg.com/newsapp_ls/0/13351434059_640330/0,文化,作家;熊召政;张居正,熊召政，著名作家，诗人，现系中国作家协会会员，湖北省作协副主席。参过军，下过乡，22岁起担任英山县文化馆创作辅导干部，1973年，发表第一首长诗《献给祖国的歌》并和他的政治抒情诗《请举起森林一般的手……
2430,https://new.qq.com/omn/20210329/20210329A0DPV000.html,【野生动物几十种！】黔南将建一占地面积约500亩的动物园,https://inews.gtimg.com/newsapp_ls/0/13351386413_640330/0,旅游,黔南州;都匀经济开发区;黔南州人民政府,3月9日，黔南州人民政府网公布了《2021年黔南州重点招商推介项目》。网站截图小编注意到都匀经济开发区野生动物园建设项目在列据了解，都匀经济开发区生态环境良好、气候舒适宜人，森林覆盖率达60%以上，……
2431,https://new.qq.com/omn/20210329/20210329A0DPV400.html,有生之年系列｜七个春夏出海航行好去处,https://inews.gtimg.com/newsapp_ls/0/13351389531_640330/0,旅游,春夏;青岛;海岸线;邮轮;岛屿;塔希提岛,在海边城市旅行，无论是乘坐游轮漫赏风景，还是来一场浪漫刺激的出海航行，都是极为诱人的选择。以下七个风景如画的海滨避暑胜地，等待你一一探索。中国青岛China，Qingdao青岛得天独厚的港口条件和地……
2432,https://new.qq.com/omn/20210329/20210329A0DQLY00.html,刷屏特稿：一只狗在等待一次永远不会发生的重逢,https://inews.gtimg.com/newsapp_ls/0/13351391626_640330/0,宠物,八公;忠犬;帕克;阿八;狗狗;安迪,忠犬八公的故事观后。上映于2009-06-13的美国电影，忠犬八公的故事，其剧情大概是这样，八公是一条谜一样的犬，因为没有人知道它从哪里来。教授帕克在小镇的火车站拣到一只走失的小狗，冥冥中似乎注定小……
2433,https://new.qq.com/omn/20210329/20210329A0DQS500.html,苏伊士运河“堵船”，对商品市场影响有限,https://inews.gtimg.com/newsapp_ls/0/13351431973_640330/0,财经,苏伊士运河;康远宁;刘新伟;国际油价,苏伊士运河“堵船”，给运力、商品市场都“添堵”。当地时间3月29日，海事服务供应商Inchcape在社交媒体上公布消息称，搁浅在苏伊士运河上的“长赐号”货轮已成功上浮脱浅，但恢复通航时间仍然未知。当……
2435,https://new.qq.com/omn/20210329/20210329A0DR6D00.html,小米11 Ultra首发体验，雷军全场吹爆，我来说说优缺点,https://inews.gtimg.com/newsapp_ls/0/13351391180_640330/0,科技,雷军;小米;屏幕,今天晚上小米终于发布了最强大最厉害的小米11 Ultra，雷军甚至敢于在华为p50系列发布之前，就说小米11 Ultra可能会去今年的安卓机皇。而且在发布会上的雷军是一路吹爆，给这款手机也带来了很多……
2436,https://new.qq.com/omn/20210329/20210329A0DRJH00.html,洪江市拥有三座火车站迎接四方来客,https://inews.gtimg.com/newsapp_ls/0/13368815085_640330/0,旅游,洪江市;安江镇;湖南;中国铁路广州局集团;江市镇;沅江,洪江，湖南省辖县级市，由怀化市代管，位于湖南省西部，沅水上游，洪江历史悠久，今之洪江，战国属楚地，秦为黔中郡地，境东起洗马乡土岭界，西止托口镇鲤鱼湾，长102千米，南起龙船塘乡雪峰界，北至岔头乡大沅……
2439,https://new.qq.com/omn/20210329/20210329A0DRML00.html,起售价5999元！小米11 Ultra发布：真的不用买相机了,https://inews.gtimg.com/newsapp_ls/0/13351394270_640330/0,科技,照相机,3月底小米11超大杯正式发布，其名字为小米Ultra，其搭载了目前手机上最强的影像系统，起售价5999元，配备256GB存储。在影像系统上，小米Ultra采用了全主摄方案，DXO分数高达143分，拍……
2442,https://new.qq.com/omn/20210329/20210329A0DRNJ00.html,苏伊士运河大堵船！中国厕纸、油价都要涨？,https://inews.gtimg.com/newsapp_ls/0/13351395203_640330/0,财经,苏伊士运河;油价;燃料油,蝴蝶效应来了？谁能想到，苏伊士运河堵船，可能会影响你的钱包。3月23日，苏伊士运河发生“世纪大堵船”，一艘长约400米的巨轮堵在航道，至今已有一周时间。最新消息是巨轮重新上浮，但运河恢复畅通还需三天……
2443,https://new.qq.com/omn/20210329/20210329A0DRO100.html,清远新添一溶洞地下河漂流项目,https://inews.gtimg.com/newsapp_ls/0/13351395611_640330/0,旅游,地下河;清远市;溶洞;阳山县;神笔洞;神峰关,拥有神笔洞、地心探险、地心裂谷漂流、阳山大瀑布这四个核心景点文、图/羊城晚报全媒体记者 陈强通讯员 曾令华3月29日，位于清远市阳山县的神峰关景区经过2年的试运营后，宣布进入运营阶段。记者了解到，整……
2445,https://new.qq.com/omn/20210329/20210329A0DRR300.html,诗妮娜无法与苏提达抗争，三人同行，她走在最后连一张御伞都没有,https://inews.gtimg.com/newsapp_ls/0/13351403882_640330/0,历史,诗妮娜;苏提达王后;苏提达;诗妮娜贵妃;泰王;西拉米;西拉米王妃,诗妮娜贵妃与苏提达王后的抗争由来已久，从她们刚进王室，恐怕争风吃醋就已经开始了。不过那时候西拉米王室还在王室，泰王对她还是很有感情的。所以苏提达和诗妮娜应该说是面和心不和，她们两个共同的敌人是西拉米……
2446,https://new.qq.com/omn/20210329/20210329A0DRRM00.html,诚意十足的6部悬疑网剧，最后一部国产剧天花板,https://inews.gtimg.com/newsapp_ls/0/13351397104_640330/0,娱乐,灵魂摆渡;法医秦明;岳绮罗;白夜追凶;无心法师;无证之罪;毛骗终结篇;导演,1、《无证之罪》；搁置了这么久才看，感觉还是很精彩的！当然，由于先看过原著，所以对一些剧情已经有了了解，但可以说这部剧真的的改编非常好！个人更喜欢剧中的设定，当然，最后一幕感觉还是处理的有些不好，但……
2447,https://new.qq.com/omn/20210329/20210329A0DRRO00.html,麒盛科技＆索菲莉尔：冬奥会智能床供应商背后的故事,https://inews.gtimg.com/newsapp_ls/0/13351437553_640330/0,数码,索菲莉尔;麒盛科技;智能床;唐国海,诞生于中国浙江嘉兴，却是全球智能电动床领域的NO.1。凭借独特的核心竞争力，成为了北京2022年冬奥会和冬残奥会官方智能床供应商……在中国睡眠领域，以“智能、健康”为核心竞争力的麒盛科技一枝独秀。这……
2448,https://new.qq.com/omn/20210329/20210329A0DRRQ00.html,45岁林熙蕾罕曝近照，和老公忘情拥吻好甜蜜，俩人同框似两代人,https://inews.gtimg.com/newsapp_ls/0/13351398812_640330/0,娱乐,林熙蕾;杨晨,3月29日，演员林熙蕾在社交平台上罕见地曝光了一组近照，与大家分享了她与老公的甜蜜日常。发文称：“10年了，你还是当初我爱上的你，我却变成偶尔会搞笑的我！你对我的爱和耐心融化了我冰山美人的个性。”林……
2450,https://new.qq.com/omn/20210329/20210329A0DSDN00.html,我是凤凰男你是啥，何必五十步笑百步：追求门当户对，却尝到苦果,https://inews.gtimg.com/newsapp_ls/0/13351403822_640330/0,情感,凤凰男;婚姻;唐娟;叶翔;父母;相亲,简·奥斯汀《理智与情感》：“婚姻，只考虑家境是荒谬的；不考虑家境是愚蠢的。”婚姻，最重要的基础是感情，只考虑家境，而不考虑感情的婚姻，很难收获幸福。但婚姻本身，是一件极其复杂的事。与两个人的恋爱不同……
2451,https://new.qq.com/omn/20210329/20210329A0DST300.html,《司藤》：原著中秦放是白英的后代？细细推敲竟有漏洞！,https://inews.gtimg.com/newsapp_ls/0/13351403939_640330/0,娱乐,白英;司藤;秦放,近期的大热剧《司藤》终于接近尾声，浓郁迷雾即将消散，真相马上浮出水面，一直纠结的问题就是秦放的身世，如果司藤与秦放相爱，隔着秦放是白英后代这层血缘关系，观众看着总有些膈应。从司藤怀疑秦放的身世，着手……
2453,https://new.qq.com/omn/20210329/20210329A0DT3L00.html,2021年养老金有望实现17连涨，但是有些人真的不适合再涨了,https://inews.gtimg.com/newsapp_ls/0/13351406513_640330/0,房产,养老金;最低工资标准;买房,关于通货膨胀，不同的人会有不同的看法，有人把CPI看作通货膨胀率，也有人把货币增速减去GDP增速视作真实通货膨胀率。还有人认为房价上涨就是最大的通胀，毕竟居住成本在家庭支出中的占比越来越高，不仅年轻……
2454,https://new.qq.com/omn/20210329/20210329A0DU3W00.html,【E闻日报】工信部拟确定25个重点先进制造业集群,https://inews.gtimg.com/newsapp_ls/0/13351417410_640330/0,科技,工信部;环球印务;人工智能,3月29日星期一工信部拟定重点先进制造业集群多部门将力破芯片“卡脖子”问题人工智能成为人才活跃高地我国医药AI市场增长迎来发力期环球印务：拟投资10亿元建设绿色包装智能制造工业园项目01工信部拟确定……
2455,https://new.qq.com/omn/20210329/20210329A0DUZ000.html,陈伟霆亲身演绎：就算是大明星，猫主子也照样嫌弃你！,https://inews.gtimg.com/newsapp_ls/0/13351426979_640330/0,宠物,猫主子;猫咪;陈伟霆;铲屎官;莫挨老子;康辉,前两天有个热搜给谷主笑坏了。就是陈伟霆和他家猫咪小铁的热搜。你看主人的阳光（讨好）笑容，再看猫猫一副“？您有事吗？”的样子。△图源@William威廉陈伟霆这情感上的落差简直是每一位铲屎官都经历过的……
2456,https://new.qq.com/omn/20210329/20210329A0DV1F00.html,解放军10架次军机巡航台西南空域，3天前曾出动20架次,https://inews.gtimg.com/newsapp_ls/0/13351422608_640330/0,军事,解放军;军机;西南空域;台防务部门;运-8反潜机,台湾地区防务部门网站“即时军事动态”专栏3月29日晚发布消息称，29日当天解放军共有10架次军机进入台西南空域巡航，分别为空警-500预警机1架次、运-8反潜机1架次、歼-16战斗机4架次、歼-10……
2457,https://new.qq.com/omn/20210329/20210329A0DV3G00.html,三本生求职被“嘲讽”，考不上本科是智商问题，学历歧视何时休？,https://inews.gtimg.com/newsapp_ls/0/13351424924_640330/0,教育,学历;本生;毕业;三本;考研,在时代和教育飞速发展的今天，好像很多东西都失去了昔日的“含金量”，比如说学历。在以前本科生的学历可以说是非常吃香的，手里的文凭就是“敲门砖”，求职更是不成问题，但是现在本科的毕业生已经失去了往日的含……
2458,https://new.qq.com/omn/20210329/20210329A0DVWI00.html,心理｜当代“端水大师”操作指南，看看你能打几分？,https://inews.gtimg.com/newsapp_ls/0/13351432592_640330/0,情感,耿婷,许多小伙伴经常觉得自己有很多面向，在不同时间不同场合会有不一样的表现，感觉很分裂，但又有一些小伙伴讨厌自己过于刻板，只会扮演一种角色不会变通。如何当好自己的“端水大师”？本期《心情加油站》（治愈时刻……
2459,https://new.qq.com/omn/20210329/20210329A0DW2F00.html,咱应县人：杨远雄的楹联,https://inews.gtimg.com/newsapp_ls/0/13351481807_640330/0,文化,杨远雄;对联;中国书法家协会;山西;书画院;书法,"杨远雄，笔名元佳，号竹墨斋主，1955年生，山西应县护驾岗村人，汉族，中共党员。现任中国书法家协会副主席（国际），中国国家书画院副院长,沿黄九省区书画家联谊会常务会长、中国东方书画研究院副院长，山西……"
2460,https://new.qq.com/omn/20210329/20210329A0DW6Z00.html,祝贺！成大学子在第四届“全国大学生网络文化节”中获奖,https://inews.gtimg.com/newsapp_ls/0/13351435528_640330/0,文化,第八大陆;羌族;教育部,近日，第四届“全国大学生网络文化节”和“全国高校网络教育优秀作品推选展示活动”获奖名单在教育部网站公布。我校中国-东盟艺术学院影视与动画学院谭运环同学的《第八大陆》荣获“微”作品二等奖，廖为同学的《……
2462,https://new.qq.com/omn/20210329/20210329A0DW7100.html,46岁周迅状态绝了！现身电影首映礼穿西装戴墨镜气质卓绝,https://inews.gtimg.com/newsapp_ls/0/13351436425_640330/0,娱乐,周迅;电影首映礼;窦靖童;陈建斌;第十一回,明星的保养能力冠绝同龄人，而女星的保鲜能力更是让人望尘莫及。3月29日，周迅现身活动，以27岁的状态现身，被赞以“根本不像47岁的人”。资料中，周迅穿一身黑衣绑高马尾出镜搭配黑干练气质爆棚，其妆容精……
2463,https://new.qq.com/omn/20210329/20210329A0DWBO00.html,广西龙胜：三月春光好 梯田引客来,https://inews.gtimg.com/newsapp_ls/0/13351436440_640330/0,旅游,龙胜各族自治县;龙脊梯田景区;广西;潘志祥;梯田;桂林,3月29日，游客在广西桂林市龙胜各族自治县龙脊梯田景区观光游览。　潘志祥　摄3月29日，游客在广西桂林市龙胜各族自治县龙脊梯田景区观光游览。　潘志祥 摄3月29日，游客在广西桂林市龙胜各族自治县龙脊……
2465,https://new.qq.com/omn/20210329/20210329A0DWO100.html,美醉了！四会这个地方的“红千层”美爆了！约起来！,https://inews.gtimg.com/newsapp_ls/0/13351441624_640330/0,旅游,四会;春风;朵朵,阳春三月正是赏花观景的好时节在四会人民广场朵朵红艳的红千层正悄悄绽放挂满枝头春风里的红千层花色鲜红且艳丽像是一支支圆柱形的“瓶刷子”挂满枝头红绿相间，煞是好看微风拂过，掀起红浪千层猩红色的花朵缀满一……
2467,https://new.qq.com/omn/20210329/20210329A0DWOU00.html,2020煤电装机同比攀升231.6％，未来仍需面临大幅削减,https://inews.gtimg.com/newsapp_ls/0/13351438389_640330/0,财经,煤电;装机;电力,3月29日，全球能源与气候智库Ember发布《2021全球电力评论》（下称“《评论》”）显示，全球煤电发电量在2020年同比下降4%，为有史以来最大降幅。但与此同时，中国是去年唯一燃煤发电量出现增长……
2468,https://new.qq.com/omn/20210329/20210329A0DX8500.html,人们总是叹息项羽不肯过江东，可是项羽过了江东又如何，结局会改变吗？,https://inews.gtimg.com/newsapp_ls/0/13351447455_640330/0,历史,项羽;江东;刘邦;王安石;杜牧;荆王,一支曾经因为连年亏损，不断暴跌停牌而退市的股票，换汤不换药，再重新上市，会有人买账吗？有杜牧的“江东子弟多才俊，卷土重来未可知”。也有胡曾的“乌江不是无船渡，耻向东吴再起兵”。同样也有王安石的“江东……
2469,https://new.qq.com/omn/20210329/20210329A0DX8N00.html,新一线城市中谁能紧追北上广深成为新一线城市龙头,https://inews.gtimg.com/newsapp_ls/0/13351444884_640330/0,房产,北上广深;成都;新一线城市;杭州;武汉,根据2020年城市商业魅力排行榜我国有15个城市进入“新一线”城市，它们是继“北上广深”这四大一线城市后的次档城市，这十多座新一线城市中有的是省会城市，有的则是地级市，更有直辖市和副省级城市。那么在……
2470,https://new.qq.com/omn/20210329/20210329A0DXKG00.html,沈阳宏伟茗都业主埋怨物业服务差 物业公司抱怨业主不交物业费,https://inews.gtimg.com/newsapp_ls/0/13351449827_640330/0,房产,物业公司;业主;物业费;沈阳,沈阳宏伟茗都业主埋怨物业服务差据辽宁广播电视台北方频道大海热线报道，关于物业的话题说过不少，有的物业不光服务到位，价格公道，业主住着舒心，年终还给业主发红包，但是也有的物业很不受业主待见。家住在沈阳……
2471,https://new.qq.com/omn/20210329/20210329A0DXM200.html,新规划来了！以后天津这类小区会越来越罕见……,https://inews.gtimg.com/newsapp_ls/0/13351447332_640330/0,房产,天津;西班牙巴塞罗那;海河,前不久，市规划委员会开会了。审议了五个重点区域规划设计方案，包括海河柳林、国家会展经济片区、海河南道国家会议会展中心段、水西公园周边地区以及北辰活力区。同时还提出了一个新的规划指导意见——“着力构建……
2472,https://new.qq.com/omn/20210329/20210329A0DXTP00.html,博山电视台乡村振兴栏目《每周一村》（3月28日桥西村篇）,https://inews.gtimg.com/newsapp_ls/0/13351447623_640330/0,旅游,博山区;乡村振兴;每周一村;桥西村,每周一村——桥西村由博山北海村镇银行冠名播出的《每周一村》，是博山区融媒体中心精心策划打造的一档服务全区乡村振兴的专题栏目，栏目以展示博山秀美乡村为着眼点，以“体现乡村特色，服务乡村振兴”为主题，以……
2473,https://new.qq.com/omn/20210329/20210329A0DYCM00.html,价格没过万！千亿富豪雷军的“安卓机皇”来了，此前是欲扬先抑？,https://inews.gtimg.com/newsapp_ls/0/13351626434_640330/0,数码,雷军;安卓机皇;小米;小米11 pro,随着雷军破音的一句“大家晚上好”，小米发布会如期而至。发布会上，小米科技创始人雷军滔滔不绝的介绍了小米11 Pro和小米11 Ultra的新鲜特色。在雷军口中，性能、散热和续航都比较出色的小米11 ……
2474,https://new.qq.com/omn/20210329/20210329A0DYEB00.html,那些让人流连忘返的句子,https://inews.gtimg.com/newsapp_ls/0/13351457264_640330/0,文化,李白;临江仙;杨绛;车遥遥篇;晏几道;梁启超;尼采;白居易;望江南;谢亭送别,1 慧极必伤，情深不寿，强极则辱，谦谦君子，温润如玉。——金庸2 无论人生上到哪一层台阶，阶下有人在仰望你，阶上亦有人在俯视你。你抬头自卑，低头自得，唯有平视，才能看见真实的自己。——杨绛3 “我守……
2475,https://new.qq.com/omn/20210329/20210329A0DZ7D00.html,欧博方：聚焦新药创新研发 打造中国宠物药行业领军企业,https://inews.gtimg.com/newsapp_ls/0/13351460642_640330/0,宠物,欧博方;宠物药;宠物医生;金毛犬,近年来，一家专注于宠物创新药研发、生产和销售的企业凭借一款中国原创化学药异军突起，其自主研发的中国第一个1.1类宠物用“维他昔布咀嚼片”于2016年成功推向市场，凭借着优异的有效性和安全性受到宠物医……
